Codelist,Variable_Name,Description
CL_AREA_GFSE2016,AR,Argentina
CL_AREA_GFSE2016,AM,Armenia
CL_AREA_GFSE2016,AW,Aruba
CL_AREA_GFSE2016,AU,Australia
CL_AREA_GFSE2016,AT,Austria
CL_AREA_GFSE2016,AZ,Azerbaijan
CL_AREA_GFSE2016,BS,Bahamas
CL_AREA_GFSE2016,BH,Bahrain
CL_AREA_GFSE2016,BD,Bangladesh
CL_AREA_GFSE2016,BB,Barbados
CL_AREA_GFSE2016,BY,Belarus
CL_AREA_GFSE2016,BE,Belgium
CL_AREA_GFSE2016,BZ,Belize
CL_AREA_GFSE2016,BJ,Benin
CL_AREA_GFSE2016,BT,Bhutan
CL_AREA_GFSE2016,BO,Bolivia
CL_AREA_GFSE2016,BA,Bosnia and Herzegovina
CL_AREA_GFSE2016,BW,Botswana
CL_AREA_GFSE2016,BR,Brazil
CL_AREA_GFSE2016,BN,Brunei Darussalam
CL_AREA_GFSE2016,BG,Bulgaria
CL_AREA_GFSE2016,BF,Burkina Faso
CL_AREA_GFSE2016,BI,Burundi
CL_AREA_GFSE2016,CV,Cape Verde
CL_AREA_GFSE2016,KH,Cambodia
CL_AREA_GFSE2016,CM,Cameroon
CL_AREA_GFSE2016,CA,Canada
CL_AREA_GFSE2016,KY,Cayman Islands
CL_AREA_GFSE2016,CF,Central African Republic
CL_AREA_GFSE2016,TD,Chad
CL_AREA_GFSE2016,CL,Chile
CL_AREA_GFSE2016,HK,"Hong Kong, China"
CL_AREA_GFSE2016,MO,Macao
CL_AREA_GFSE2016,CN,China
CL_AREA_GFSE2016,CO,Colombia
CL_AREA_GFSE2016,KM,Comoros
CL_AREA_GFSE2016,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSE2016,CG,Congo
CL_AREA_GFSE2016,CK,Cook Islands
CL_AREA_GFSE2016,CR,Costa Rica
CL_AREA_GFSE2016,CI,Côte d'Ivoire
CL_AREA_GFSE2016,HR,Croatia
CL_AREA_GFSE2016,1C_355,Curacao & St. Maarten
CL_AREA_GFSE2016,CY,Cyprus
CL_AREA_GFSE2016,CZ,Czech Republic
CL_AREA_GFSE2016,DK,Denmark
CL_AREA_GFSE2016,DJ,Djibouti
CL_AREA_GFSE2016,DM,Dominica
CL_AREA_GFSE2016,DO,Dominican Republic
CL_AREA_GFSE2016,EC,Ecuador
CL_AREA_GFSE2016,EG,Egypt
CL_AREA_GFSE2016,SV,El Salvador
CL_AREA_GFSE2016,GQ,Equatorial Guinea
CL_AREA_GFSE2016,ER,Eritrea
CL_AREA_GFSE2016,EE,Estonia
CL_AREA_GFSE2016,ET,Ethiopia
CL_AREA_GFSE2016,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSE2016,FJ,Fiji
CL_AREA_GFSE2016,FI,Finland
CL_AREA_GFSE2016,FR,France
CL_AREA_GFSE2016,GA,Gabon
CL_AREA_GFSE2016,GM,Gambia
CL_AREA_GFSE2016,GE,Georgia
CL_AREA_GFSE2016,DE,Germany
CL_AREA_GFSE2016,GH,Ghana
CL_AREA_GFSE2016,GR,Greece
CL_AREA_GFSE2016,GD,Grenada
CL_AREA_GFSE2016,GT,Guatemala
CL_AREA_GFSE2016,GN,Guinea
CL_AREA_GFSE2016,GW,Guinea-Bissau
CL_AREA_GFSE2016,GY,Guyana
CL_AREA_GFSE2016,HT,Haiti
CL_AREA_GFSE2016,HN,Honduras
CL_AREA_GFSE2016,HU,Hungary
CL_AREA_GFSE2016,IS,Iceland
CL_AREA_GFSE2016,IN,India
CL_AREA_GFSE2016,ID,Indonesia
CL_AREA_GFSE2016,IR,"Iran, Islamic Republic of"
CL_AREA_GFSE2016,IQ,Iraq
CL_AREA_GFSE2016,IE,Ireland
CL_AREA_GFSE2016,IL,Israel
CL_AREA_GFSE2016,IT,Italy
CL_AREA_GFSE2016,JM,Jamaica
CL_AREA_GFSE2016,JP,Japan
CL_AREA_GFSE2016,JO,Jordan
CL_AREA_GFSE2016,KZ,Kazakhstan
CL_AREA_GFSE2016,KE,Kenya
CL_AREA_GFSE2016,KI,Kiribati
CL_AREA_GFSE2016,KR,"Korea, Republic of"
CL_AREA_GFSE2016,XK,Kosovo
CL_AREA_GFSE2016,KW,Kuwait
CL_AREA_GFSE2016,KG,Kyrgyzstan
CL_AREA_GFSE2016,LA,Lao People`s Democratic Republic
CL_AREA_GFSE2016,LV,Latvia
CL_AREA_GFSE2016,LB,Lebanon
CL_AREA_GFSE2016,LS,Lesotho
CL_AREA_GFSE2016,LR,Liberia
CL_AREA_GFSE2016,LY,Libya
CL_AREA_GFSE2016,LT,Lithuania
CL_AREA_GFSE2016,LU,Luxembourg
CL_AREA_GFSE2016,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSE2016,MG,Madagascar
CL_AREA_GFSE2016,MW,Malawi
CL_AREA_GFSE2016,MY,Malaysia
CL_AREA_GFSE2016,MV,Maldives
CL_AREA_GFSE2016,ML,Mali
CL_AREA_GFSE2016,MT,Malta
CL_AREA_GFSE2016,MH,Marshall islands
CL_AREA_GFSE2016,MR,Mauritania
CL_AREA_GFSE2016,MU,Mauritius
CL_AREA_GFSE2016,MX,Mexico
CL_AREA_GFSE2016,FM,"Micronesia, Federated States of"
CL_AREA_GFSE2016,MD,"Moldova, Republic of"
CL_AREA_GFSE2016,MC,Monaco
CL_AREA_GFSE2016,MN,Mongolia
CL_AREA_GFSE2016,ME,Montenegro
CL_AREA_GFSE2016,MS,Montserrat
CL_AREA_GFSE2016,MA,Morocco
CL_AREA_GFSE2016,MZ,Mozambique
CL_AREA_GFSE2016,MM,Myanmar
CL_AREA_GFSE2016,NA,Namibia
CL_AREA_GFSE2016,NR,Nauru
CL_AREA_GFSE2016,NP,Nepal
CL_AREA_GFSE2016,NL,Netherlands
CL_AREA_GFSE2016,AN,Netherlands Antilles
CL_AREA_GFSE2016,NZ,New Zealand
CL_AREA_GFSE2016,NI,Nicaragua
CL_AREA_GFSE2016,NE,Niger
CL_AREA_GFSE2016,NG,Nigeria
CL_AREA_GFSE2016,NO,Norway
CL_AREA_GFSE2016,OM,Oman
CL_AREA_GFSE2016,PK,Pakistan
CL_AREA_GFSE2016,PW,Palau
CL_AREA_GFSE2016,PA,Panama
CL_AREA_GFSE2016,PG,Papua New Guinea
CL_AREA_GFSE2016,PY,Paraguay
CL_AREA_GFSE2016,PE,Peru
CL_AREA_GFSE2016,PH,Philippines
CL_AREA_GFSE2016,PL,Poland
CL_AREA_GFSE2016,PT,Portugal
CL_AREA_GFSE2016,QA,Qatar
CL_AREA_GFSE2016,RO,Romania
CL_AREA_GFSE2016,RU,Russian Federation
CL_AREA_GFSE2016,RW,Rwanda
CL_AREA_GFSE2016,WS,Samoa
CL_AREA_GFSE2016,SM,San Marino
CL_AREA_GFSE2016,ST,Sao Tome and Principe
CL_AREA_GFSE2016,SA,Saudi Arabia
CL_AREA_GFSE2016,SN,Senegal
CL_AREA_GFSE2016,CS,Serbia and Montenegro
CL_AREA_GFSE2016,RS,Serbia
CL_AREA_GFSE2016,SC,Seychelles
CL_AREA_GFSE2016,SL,Sierra Leone
CL_AREA_GFSE2016,SG,Singapore
CL_AREA_GFSE2016,SK,Slovakia
CL_AREA_GFSE2016,SI,Slovenia
CL_AREA_GFSE2016,SB,Solomon Islands
CL_AREA_GFSE2016,SO,Somalia
CL_AREA_GFSE2016,ZA,South Africa
CL_AREA_GFSE2016,SS,South Sudan
CL_AREA_GFSE2016,ES,Spain
CL_AREA_GFSE2016,LK,Sri Lanka
CL_AREA_GFSE2016,KN,Saint Kitts and Nevis
CL_AREA_GFSE2016,LC,Saint Lucia
CL_AREA_GFSE2016,VC,Saint Vincent and the Grenadines
CL_AREA_GFSE2016,SD,Sudan
CL_AREA_GFSE2016,SR,Suriname
CL_AREA_GFSE2016,SZ,Swaziland
CL_AREA_GFSE2016,SE,Sweden
CL_AREA_GFSE2016,CH,Switzerland
CL_AREA_GFSE2016,SY,Syrian Arab Republic
CL_AREA_GFSE2016,TJ,Tajikistan
CL_AREA_GFSE2016,TZ,"Tanzania, United Republic of"
CL_AREA_GFSE2016,TH,Thailand
CL_AREA_GFSE2016,TL,Timor-Leste
CL_AREA_GFSE2016,TG,Togo
CL_AREA_GFSE2016,TO,Tonga
CL_AREA_GFSE2016,TT,Trinidad and Tobago
CL_AREA_GFSE2016,TN,Tunisia
CL_AREA_GFSE2016,TR,Turkey
CL_AREA_GFSE2016,TM,Turkmenistan
CL_AREA_GFSE2016,TV,Tuvalu
CL_AREA_GFSE2016,UG,Uganda
CL_AREA_GFSE2016,UA,Ukraine
CL_AREA_GFSE2016,AE,United Arab Emirates
CL_AREA_GFSE2016,GB,United Kingdom
CL_AREA_GFSE2016,US,United States
CL_AREA_GFSE2016,UY,Uruguay
CL_AREA_GFSE2016,UZ,Uzbekistan
CL_AREA_GFSE2016,VU,Vanuatu
CL_AREA_GFSE2016,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSE2016,VN,Viet Nam
CL_AREA_GFSE2016,PS,"Palestine, State of"
CL_AREA_GFSE2016,1C_473,Yemen Arab Rep.
CL_AREA_GFSE2016,YE,Yemen
CL_AREA_GFSE2016,ZM,Zambia
CL_AREA_GFSE2016,ZW,Zimbabwe
CL_AREA_GFSE2016,1C_AAA,AAA
CL_AREA_GFSE2016,1C_ALLC,All Countries
CL_AREA_GFSE2016,1C_ALL,All Countries and Country Groups
CL_AREA_GFSE2016,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSE2016,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSE2016,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSE2016,1C_ALLG,All Country Groups
CL_AREA_GFSE2016,1C_Template_I,Template I
CL_AREA_GFSE2016,1C_Template_II,Template II
CL_AREA_GFSE2016,1C_Template_III,Template III
CL_AREA_GFSE2016,1C_Template_IV,Template IV
CL_SECTOR_GFSE2016,S1311B,Budgetary central government
CL_SECTOR_GFSE2016,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSE2016,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSE2016,S13112,Extrabudgetary central government
CL_SECTOR_GFSE2016,S13,General government
CL_SECTOR_GFSE2016,S1313,Local governments
CL_SECTOR_GFSE2016,S1314,Social security funds
CL_SECTOR_GFSE2016,S1312,State governments
CL_UNIT_GFSE2016,XDC,Domestic currency
CL_UNIT_GFSE2016,XDC_R_B1GQ,Percent of GDP
CL_INDICATOR_GFSE2016,W0_S1_G2121,Actual employers’ social contributions
CL_INDICATOR_GFSE2016,W0_S1_G21,Compensation of employees
CL_INDICATOR_GFSE2016,W0_S1_G23,Consumption of fixed capital
CL_INDICATOR_GFSE2016,W0_S1_G2811,Dividend expense
CL_INDICATOR_GFSE2016,W0_S1_G212,Employers' social contributions
CL_INDICATOR_GFSE2016,W0_S1_G273,Employment-related social benefits expense
CL_INDICATOR_GFSE2016,W0_S1_G2,Expense
CL_INDICATOR_GFSE2016,W0_S1_G2832,Expense on NI & SGS: Capital claims
CL_INDICATOR_GFSE2016,W0_S1_G28313,Expense on NI & SGS: Current claims
CL_INDICATOR_GFSE2016,W0_S1_G28312,Expense on NI & SGS: Fees
CL_INDICATOR_GFSE2016,W0_S1_G28311,Expense on NI & SGS: Premiums
CL_INDICATOR_GFSE2016,W0_S1_G283,"Expense on NI & SGS: Premiums, fees, & claims"
CL_INDICATOR_GFSE2016,W0_S1_G2831,"Expense on NI & SGS: Premiums, fees, & current claims"
CL_INDICATOR_GFSE2016,W0_S1_G282,Expense on other transfers
CL_INDICATOR_GFSE2016,W00_S1W_G2822,"Expense on other transfers, capital"
CL_INDICATOR_GFSE2016,W0_S1_G2821,"Expense on other transfers, current"
CL_INDICATOR_GFSE2016,W0_S1_G26,Grants expense
CL_INDICATOR_GFSE2016,W1_S13_G26,Grants expense to foreign govts
CL_INDICATOR_GFSE2016,W1_S13_G26K,Grants expense to foreign govts: capital
CL_INDICATOR_GFSE2016,W1_S13_G26C,Grants expense to foreign govts: current
CL_INDICATOR_GFSE2016,1A_S1_G26,Grants expense to int orgs
CL_INDICATOR_GFSE2016,1A_S1_G26K,Grants expense to int orgs: capital
CL_INDICATOR_GFSE2016,1A_S1_G26C,Grants expense to int orgs: current
CL_INDICATOR_GFSE2016,W2_S13_G26,Grants expense to other gen govt
CL_INDICATOR_GFSE2016,W2_S13_G26K,Grants expense to other gen govt: capital
CL_INDICATOR_GFSE2016,W2_S13_G26C,Grants expense to other gen govt: current
CL_INDICATOR_GFSE2016,W0_S1_G2122,Imputed employers’ social contributions
CL_INDICATOR_GFSE2016,W0_S1_G24,Interest expense
CL_INDICATOR_GFSE2016,W1_S1_G24,Interest expense to nonresidents
CL_INDICATOR_GFSE2016,W2_S13_G24,Interest expense to other gen gov
CL_INDICATOR_GFSE2016,W2_S1W_G24,Interest expense to residents other than gen govt
CL_INDICATOR_GFSE2016,W0_S1_G28,Other expense
CL_INDICATOR_GFSE2016,W0_S1_G2813,Property expense for investment income disbursements
CL_INDICATOR_GFSE2016,W0_S1_G281,Property expense other than interest
CL_INDICATOR_GFSE2016,W0_S1_G2815,Reinvested earnings on FDI
CL_INDICATOR_GFSE2016,W0_S1_G2814,Rent expense
CL_INDICATOR_GFSE2016,W0_S1_G272,Social assistance benefits expense
CL_INDICATOR_GFSE2016,W0_S1_G27,Social benefits expense
CL_INDICATOR_GFSE2016,W0_S1_G2M27A,Social benefits expense in cash
CL_INDICATOR_GFSE2016,W0_S1_G2M27B,Social benefits expense in kind
CL_INDICATOR_GFSE2016,W0_S1_G271,Social security benefits expense
CL_INDICATOR_GFSE2016,W0_S1_G25,Subsidies expense
CL_INDICATOR_GFSE2016,W2_S1L_G25,Subsidies expense to other sectors
CL_INDICATOR_GFSE2016,W2_S1KP_G25,Subsidies expense to private enterprises
CL_INDICATOR_GFSE2016,W2_S1K1_G25,Subsidies expense to public corporations
CL_INDICATOR_GFSE2016,W0_S1_G22,Use of goods and services
CL_INDICATOR_GFSE2016,W0_S1_G211,Wages and salaries
CL_INDICATOR_GFSE2016,W0_S1_G2812,Withdrawals of income from quasi-corporations
CL_AREA_GFSIBS2016,AF,Afghanistan
CL_AREA_GFSIBS2016,AL,Albania
CL_AREA_GFSIBS2016,DZ,Algeria
CL_AREA_GFSIBS2016,AO,Angola
CL_AREA_GFSIBS2016,AI,Anguilla
CL_AREA_GFSIBS2016,AG,Antigua and Barbuda
CL_AREA_GFSIBS2016,AR,Argentina
CL_AREA_GFSIBS2016,AM,Armenia
CL_AREA_GFSIBS2016,AW,Aruba
CL_AREA_GFSIBS2016,AU,Australia
CL_AREA_GFSIBS2016,AT,Austria
CL_AREA_GFSIBS2016,AZ,Azerbaijan
CL_AREA_GFSIBS2016,BS,Bahamas
CL_AREA_GFSIBS2016,BH,Bahrain
CL_AREA_GFSIBS2016,BD,Bangladesh
CL_AREA_GFSIBS2016,BB,Barbados
CL_AREA_GFSIBS2016,BY,Belarus
CL_AREA_GFSIBS2016,BE,Belgium
CL_AREA_GFSIBS2016,BZ,Belize
CL_AREA_GFSIBS2016,BJ,Benin
CL_AREA_GFSIBS2016,BT,Bhutan
CL_AREA_GFSIBS2016,BO,Bolivia
CL_AREA_GFSIBS2016,BA,Bosnia and Herzegovina
CL_AREA_GFSIBS2016,BW,Botswana
CL_AREA_GFSIBS2016,BR,Brazil
CL_AREA_GFSIBS2016,BN,Brunei Darussalam
CL_AREA_GFSIBS2016,BG,Bulgaria
CL_AREA_GFSIBS2016,BF,Burkina Faso
CL_AREA_GFSIBS2016,BI,Burundi
CL_AREA_GFSIBS2016,CV,Cape Verde
CL_AREA_GFSIBS2016,KH,Cambodia
CL_AREA_GFSIBS2016,CM,Cameroon
CL_AREA_GFSIBS2016,CA,Canada
CL_AREA_GFSIBS2016,KY,Cayman Islands
CL_AREA_GFSIBS2016,CF,Central African Republic
CL_AREA_GFSIBS2016,TD,Chad
CL_AREA_GFSIBS2016,CL,Chile
CL_AREA_GFSIBS2016,HK,"Hong Kong, China"
CL_AREA_GFSIBS2016,MO,Macao
CL_AREA_GFSIBS2016,CN,China
CL_AREA_GFSIBS2016,CO,Colombia
CL_AREA_GFSIBS2016,KM,Comoros
CL_AREA_GFSIBS2016,CD,"Congo, the Democratic Republic of the"
CL_AREA_GFSIBS2016,CG,Congo
CL_AREA_GFSIBS2016,CK,Cook Islands
CL_AREA_GFSIBS2016,CR,Costa Rica
CL_AREA_GFSIBS2016,CI,Côte d'Ivoire
CL_AREA_GFSIBS2016,HR,Croatia
CL_AREA_GFSIBS2016,1C_355,Curacao & St. Maarten
CL_AREA_GFSIBS2016,CY,Cyprus
CL_AREA_GFSIBS2016,CZ,Czech Republic
CL_AREA_GFSIBS2016,DK,Denmark
CL_AREA_GFSIBS2016,DJ,Djibouti
CL_AREA_GFSIBS2016,DM,Dominica
CL_AREA_GFSIBS2016,DO,Dominican Republic
CL_AREA_GFSIBS2016,EC,Ecuador
CL_AREA_GFSIBS2016,EG,Egypt
CL_AREA_GFSIBS2016,SV,El Salvador
CL_AREA_GFSIBS2016,GQ,Equatorial Guinea
CL_AREA_GFSIBS2016,ER,Eritrea
CL_AREA_GFSIBS2016,EE,Estonia
CL_AREA_GFSIBS2016,ET,Ethiopia
CL_AREA_GFSIBS2016,U2,Euro area (Member States and Institutions of the Euro Area) changing composition
CL_AREA_GFSIBS2016,FJ,Fiji
CL_AREA_GFSIBS2016,FI,Finland
CL_AREA_GFSIBS2016,FR,France
CL_AREA_GFSIBS2016,GA,Gabon
CL_AREA_GFSIBS2016,GM,Gambia
CL_AREA_GFSIBS2016,GE,Georgia
CL_AREA_GFSIBS2016,DE,Germany
CL_AREA_GFSIBS2016,GH,Ghana
CL_AREA_GFSIBS2016,GR,Greece
CL_AREA_GFSIBS2016,GD,Grenada
CL_AREA_GFSIBS2016,GT,Guatemala
CL_AREA_GFSIBS2016,GN,Guinea
CL_AREA_GFSIBS2016,GW,Guinea-Bissau
CL_AREA_GFSIBS2016,GY,Guyana
CL_AREA_GFSIBS2016,HT,Haiti
CL_AREA_GFSIBS2016,HN,Honduras
CL_AREA_GFSIBS2016,HU,Hungary
CL_AREA_GFSIBS2016,IS,Iceland
CL_AREA_GFSIBS2016,IN,India
CL_AREA_GFSIBS2016,ID,Indonesia
CL_AREA_GFSIBS2016,IR,"Iran, Islamic Republic of"
CL_AREA_GFSIBS2016,IQ,Iraq
CL_AREA_GFSIBS2016,IE,Ireland
CL_AREA_GFSIBS2016,IL,Israel
CL_AREA_GFSIBS2016,IT,Italy
CL_AREA_GFSIBS2016,JM,Jamaica
CL_AREA_GFSIBS2016,JP,Japan
CL_AREA_GFSIBS2016,JO,Jordan
CL_AREA_GFSIBS2016,KZ,Kazakhstan
CL_AREA_GFSIBS2016,KE,Kenya
CL_AREA_GFSIBS2016,KI,Kiribati
CL_AREA_GFSIBS2016,KR,"Korea, Republic of"
CL_AREA_GFSIBS2016,XK,Kosovo
CL_AREA_GFSIBS2016,KW,Kuwait
CL_AREA_GFSIBS2016,KG,Kyrgyzstan
CL_AREA_GFSIBS2016,LA,Lao People`s Democratic Republic
CL_AREA_GFSIBS2016,LV,Latvia
CL_AREA_GFSIBS2016,LB,Lebanon
CL_AREA_GFSIBS2016,LS,Lesotho
CL_AREA_GFSIBS2016,LR,Liberia
CL_AREA_GFSIBS2016,LY,Libya
CL_AREA_GFSIBS2016,LT,Lithuania
CL_AREA_GFSIBS2016,LU,Luxembourg
CL_AREA_GFSIBS2016,MK,"Macedonia, The Former Yugoslav Republic of"
CL_AREA_GFSIBS2016,MG,Madagascar
CL_AREA_GFSIBS2016,MW,Malawi
CL_AREA_GFSIBS2016,MY,Malaysia
CL_AREA_GFSIBS2016,MV,Maldives
CL_AREA_GFSIBS2016,ML,Mali
CL_AREA_GFSIBS2016,MT,Malta
CL_AREA_GFSIBS2016,MH,Marshall islands
CL_AREA_GFSIBS2016,MR,Mauritania
CL_AREA_GFSIBS2016,MU,Mauritius
CL_AREA_GFSIBS2016,MX,Mexico
CL_AREA_GFSIBS2016,FM,"Micronesia, Federated States of"
CL_AREA_GFSIBS2016,MD,"Moldova, Republic of"
CL_AREA_GFSIBS2016,MC,Monaco
CL_AREA_GFSIBS2016,MN,Mongolia
CL_AREA_GFSIBS2016,ME,Montenegro
CL_AREA_GFSIBS2016,MS,Montserrat
CL_AREA_GFSIBS2016,MA,Morocco
CL_AREA_GFSIBS2016,MZ,Mozambique
CL_AREA_GFSIBS2016,MM,Myanmar
CL_AREA_GFSIBS2016,NA,Namibia
CL_AREA_GFSIBS2016,NR,Nauru
CL_AREA_GFSIBS2016,NP,Nepal
CL_AREA_GFSIBS2016,NL,Netherlands
CL_AREA_GFSIBS2016,AN,Netherlands Antilles
CL_AREA_GFSIBS2016,NZ,New Zealand
CL_AREA_GFSIBS2016,NI,Nicaragua
CL_AREA_GFSIBS2016,NE,Niger
CL_AREA_GFSIBS2016,NG,Nigeria
CL_AREA_GFSIBS2016,NO,Norway
CL_AREA_GFSIBS2016,OM,Oman
CL_AREA_GFSIBS2016,PK,Pakistan
CL_AREA_GFSIBS2016,PW,Palau
CL_AREA_GFSIBS2016,PA,Panama
CL_AREA_GFSIBS2016,PG,Papua New Guinea
CL_AREA_GFSIBS2016,PY,Paraguay
CL_AREA_GFSIBS2016,PE,Peru
CL_AREA_GFSIBS2016,PH,Philippines
CL_AREA_GFSIBS2016,PL,Poland
CL_AREA_GFSIBS2016,PT,Portugal
CL_AREA_GFSIBS2016,QA,Qatar
CL_AREA_GFSIBS2016,RO,Romania
CL_AREA_GFSIBS2016,RU,Russian Federation
CL_AREA_GFSIBS2016,RW,Rwanda
CL_AREA_GFSIBS2016,WS,Samoa
CL_AREA_GFSIBS2016,SM,San Marino
CL_AREA_GFSIBS2016,ST,Sao Tome and Principe
CL_AREA_GFSIBS2016,SA,Saudi Arabia
CL_AREA_GFSIBS2016,SN,Senegal
CL_AREA_GFSIBS2016,CS,Serbia and Montenegro
CL_AREA_GFSIBS2016,RS,Serbia
CL_AREA_GFSIBS2016,SC,Seychelles
CL_AREA_GFSIBS2016,SL,Sierra Leone
CL_AREA_GFSIBS2016,SG,Singapore
CL_AREA_GFSIBS2016,SK,Slovakia
CL_AREA_GFSIBS2016,SI,Slovenia
CL_AREA_GFSIBS2016,SB,Solomon Islands
CL_AREA_GFSIBS2016,SO,Somalia
CL_AREA_GFSIBS2016,ZA,South Africa
CL_AREA_GFSIBS2016,SS,South Sudan
CL_AREA_GFSIBS2016,ES,Spain
CL_AREA_GFSIBS2016,LK,Sri Lanka
CL_AREA_GFSIBS2016,KN,Saint Kitts and Nevis
CL_AREA_GFSIBS2016,LC,Saint Lucia
CL_AREA_GFSIBS2016,VC,Saint Vincent and the Grenadines
CL_AREA_GFSIBS2016,SD,Sudan
CL_AREA_GFSIBS2016,SR,Suriname
CL_AREA_GFSIBS2016,SZ,Swaziland
CL_AREA_GFSIBS2016,SE,Sweden
CL_AREA_GFSIBS2016,CH,Switzerland
CL_AREA_GFSIBS2016,SY,Syrian Arab Republic
CL_AREA_GFSIBS2016,TJ,Tajikistan
CL_AREA_GFSIBS2016,TZ,"Tanzania, United Republic of"
CL_AREA_GFSIBS2016,TH,Thailand
CL_AREA_GFSIBS2016,TL,Timor-Leste
CL_AREA_GFSIBS2016,TG,Togo
CL_AREA_GFSIBS2016,TO,Tonga
CL_AREA_GFSIBS2016,TT,Trinidad and Tobago
CL_AREA_GFSIBS2016,TN,Tunisia
CL_AREA_GFSIBS2016,TR,Turkey
CL_AREA_GFSIBS2016,TM,Turkmenistan
CL_AREA_GFSIBS2016,TV,Tuvalu
CL_AREA_GFSIBS2016,UG,Uganda
CL_AREA_GFSIBS2016,UA,Ukraine
CL_AREA_GFSIBS2016,AE,United Arab Emirates
CL_AREA_GFSIBS2016,GB,United Kingdom
CL_AREA_GFSIBS2016,US,United States
CL_AREA_GFSIBS2016,UY,Uruguay
CL_AREA_GFSIBS2016,UZ,Uzbekistan
CL_AREA_GFSIBS2016,VU,Vanuatu
CL_AREA_GFSIBS2016,VE,"Venezuela, Bolivarian Republic"
CL_AREA_GFSIBS2016,VN,Viet Nam
CL_AREA_GFSIBS2016,PS,"Palestine, State of"
CL_AREA_GFSIBS2016,1C_473,Yemen Arab Rep.
CL_AREA_GFSIBS2016,YE,Yemen
CL_AREA_GFSIBS2016,ZM,Zambia
CL_AREA_GFSIBS2016,ZW,Zimbabwe
CL_AREA_GFSIBS2016,1C_AAA,AAA
CL_AREA_GFSIBS2016,1C_ALLC,All Countries
CL_AREA_GFSIBS2016,1C_ALL,All Countries and Country Groups
CL_AREA_GFSIBS2016,1C_All_Countries_for_Dissemination,All Countries for Dissemination
CL_AREA_GFSIBS2016,1C_Al_Countries_for_Dissemination_Online,All Countries for Dissemination - Online
CL_AREA_GFSIBS2016,1C_GFSY_2014_Country_Pages,All Countries for Dissemination - Print
CL_AREA_GFSIBS2016,1C_ALLG,All Country Groups
CL_AREA_GFSIBS2016,1C_Template_I,Template I
CL_AREA_GFSIBS2016,1C_Template_II,Template II
CL_AREA_GFSIBS2016,1C_Template_III,Template III
CL_AREA_GFSIBS2016,1C_Template_IV,Template IV
CL_SECTOR_GFSIBS2016,S1311B,Budgetary central government
CL_SECTOR_GFSIBS2016,S1311,Central government (excl. social security funds)
CL_SECTOR_GFSIBS2016,S1321,Central government (incl. social security funds)
CL_SECTOR_GFSIBS2016,S13112,Extrabudgetary central government
CL_SECTOR_GFSIBS2016,S13,General government
CL_SECTOR_GFSIBS2016,S1313,Local governments
CL_SECTOR_GFSIBS2016,S1314,Social security funds
CL_SECTOR_GFSIBS2016,S1312,State governments
CL_UNIT_GFSIBS2016,XDC,Domestic currency
CL_UNIT_GFSIBS2016,XDC_R_B1GQ,Percent of GDP
CL_GFS_STO_GFSIBS2016,G42,Holding gains and losses in financial assets
CL_GFS_STO_GFSIBS2016,G43,Holding gains and losses in liabilities
CL_GFS_STO_GFSIBS2016,G41,Holding gains and losses in nonfinancial assets
CL_GFS_STO_GFSIBS2016,G31,Investment in nonfinancial assets
CL_GFS_STO_GFSIBS2016,G32,Net acquisition of financial assets
CL_GFS_STO_GFSIBS2016,G33,Net incurrence of liabilities
CL_GFS_STO_GFSIBS2016,G92,Other economic flows in financial assets
CL_GFS_STO_GFSIBS2016,G93,Other economic flows in liabilities
CL_GFS_STO_GFSIBS2016,G91,Other economic flows in nonfinancial assets
CL_GFS_STO_GFSIBS2016,G62,Stock position financial assets
CL_GFS_STO_GFSIBS2016,G63,Stock position liabilities
CL_GFS_STO_GFSIBS2016,G61,Stock position of nonfinancial assets
CL_GFS_STO_GFSIBS2016,G52,Volume changes in financial assets
CL_GFS_STO_GFSIBS2016,G53,Volume changes in liabilities
CL_GFS_STO_GFSIBS2016,G51,Volume changes in nonfinancial assets
CL_INSTR_ASSET_GFSIBS2016,N11KN,Buildings & structures
CL_INSTR_ASSET_GFSIBS2016,F64,Claims of pension funds on pension managers 
CL_INSTR_ASSET_GFSIBS2016,F2,Currency & deposits 
CL_INSTR_ASSET_GFSIBS2016,F3,Debt securities 
CL_INSTR_ASSET_GFSIBS2016,F5,Equity & investment fund shares
CL_INSTR_ASSET_GFSIBS2016,F7,Financial derivatives & employee stock options 
CL_INSTR_ASSET_GFSIBS2016,N11N,Fixed assets
CL_INSTR_ASSET_GFSIBS2016,F6,"Insurance, pension, & standardized guarantee schemes (IPSGS)"
CL_INSTR_ASSET_GFSIBS2016,N2KN,Intangible nonproduced assets
CL_INSTR_ASSET_GFSIBS2016,N12N,Inventories
CL_INSTR_ASSET_GFSIBS2016,N211N,Land
